OBJECTID,ED_GUID,ED_OFFICIA,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_CO,COUNTY_COD,COUNTY_ENG,COUNTY_GAE,CSO_LEA,SHAPE_Leng,SHAPE_Area
"2874",2ae19629-220c-13a3-e055-000000000001,Y,BOOLYGLASS,AN BHUAILE GHLAS,"097015","1","07",KILKENNY,Cill Chainnigh,CALLAN-THOMASTOWN,21981.608982275622111,-12581011.741941427811980
"2875",2ae19629-220d-13a3-e055-000000000001,Y,BRAMBLESTOWN,BAILE AN BHRAMAILIGH,"097016","1","07",KILKENNY,Cill Chainnigh,CALLAN-THOMASTOWN,23170.053338848792919,-13211624.989097921177745
"2876",2ae19629-220e-13a3-e055-000000000001,Y,BROWNSFORD,ÁTH AN BHRÚNAIGH,"097017","1","07",KILKENNY,Cill Chainnigh,CALLAN-THOMASTOWN,18786.014749637670320,-10444174.020406287163496
"2877",2ae19629-220f-13a3-e055-000000000001,Y,KINARD,CINN AIRD,"077116","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,32934.109713191181072,-28845317.408830311149359
"2878",2ae19629-2210-13a3-e055-000000000001,Y,KNOCKGLASS,AN CNOC GLAS,"077117","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,19121.829589782231778,-9013971.661744277924299
"2879",2ae19629-2211-13a3-e055-000000000001,Y,KILBERRY,CILL BHEARAIGH,"087046","1","06",KILDARE,Cill Dara,ATHY,21164.123254405920306,-16966678.219547521322966
"2880",2ae19629-2212-13a3-e055-000000000001,Y,KILCOCK,CILL CHOCA,"087047","1","06",KILDARE,Cill Dara,MAYNOOTH,28279.621982692606252,-16410004.518572984263301
"2881",2ae19629-2213-13a3-e055-000000000001,Y,KILCULLEN,CILL CHUILLINN,"087048","1","06",KILDARE,Cill Dara,NEWBRIDGE,22165.353712092288333,-17864465.950089994817972
"2882",2ae19629-2214-13a3-e055-000000000001,Y,KILL,AN CHILL,"087052","1","06",KILDARE,Cill Dara,NAAS,30005.080527520214673,-19408166.795048575848341
"2883",2ae19629-2215-13a3-e055-000000000001,Y,KILLASHEE,CILL UASAILLE,"087053","1","06",KILDARE,Cill Dara,NAAS,26318.354632843471336,-13878030.253488710150123
"2884",2ae19629-2216-13a3-e055-000000000001,Y,KILLINTHOMAS,COILLÍN TOMÁIS,"087054","1","06",KILDARE,Cill Dara,KILDARE,24196.361700672678126,-15013459.304048629477620
"2885",2ae19629-2217-13a3-e055-000000000001,Y,KILMEAGE NORTH,CILL MAODHÓG THUAIDH,"087055","1","06",KILDARE,Cill Dara,CLANE,23509.548452474591613,-22575127.915581293404102
"2886",2ae19629-2218-13a3-e055-000000000001,Y,DOON,AN DÚN,"077067","1","19",KERRY,Ciarraí,TRALEE,16555.763298782108905,-10417485.137682622298598
"2887",2ae19629-2219-13a3-e055-000000000001,Y,DROMIN,AN DROMAINN,"077068","1","19",KERRY,Ciarraí,KENMARE,34103.393332682193432,-20970544.753317020833492
"2888",2ae19629-221a-13a3-e055-000000000001,Y,DROMMARTIN,DROM MÁIRTÍN,"077069","1","19",KERRY,Ciarraí,LISTOWEL,25619.361909932915296,-17806577.741237483918667
"2889",2ae19629-221b-13a3-e055-000000000001,Y,KNOCKNAGASHEL,CNOC NA GCAISEAL,"077118","1","19",KERRY,Ciarraí,CASTLEISLAND,40955.255309613370628,-41192221.512213930487633
"2890",2ae19629-221c-13a3-e055-000000000001,Y,KNOCKNAHOE,CNOC NA HÓN,"077119","1","19",KERRY,Ciarraí,KILLARNEY,28898.837036236840504,-16845010.550373770296574
"2891",2ae19629-221d-13a3-e055-000000000001,Y,TEERANEARAGH,TRIAN IARTHACH,"077159","1","19",KERRY,Ciarraí,KENMARE,28508.931278032039700,-26376924.209775693714619
"2892",2ae19629-221e-13a3-e055-000000000001,Y,TRALEE RURAL,TRÁ LÍ (TUATH),"077160","1","19",KERRY,Ciarraí,TRALEE,41796.725630960645503,-27961628.527992423623800
"2893",2ae19629-221f-13a3-e055-000000000001,Y,TRALEE URBAN,TRÁ LÍ (UIRBEACH),"077161","1","19",KERRY,Ciarraí,TRALEE,7143.443627016106802,-2317369.474734032526612
"2894",2ae19629-2220-13a3-e055-000000000001,Y,KILMEAGE SOUTH,CILL MAODHÓG THEAS,"087056","1","06",KILDARE,Cill Dara,CLANE,29161.020401725752890,-17630734.391141258180141
"2895",2ae19629-2221-13a3-e055-000000000001,Y,KILPATRICK,CILL PHÁDRAIG,"087057","1","06",KILDARE,Cill Dara,CLANE,25266.423660074491636,-20545175.146655969321728
"2896",2ae19629-2222-13a3-e055-000000000001,Y,KILRAINY,CILL RÍONAÍ,"087058","1","06",KILDARE,Cill Dara,CLANE,23720.973920766973606,-21574069.446898743510246
"2897",2ae19629-2223-13a3-e055-000000000001,Y,KILRUSH,CILL ROIS,"087059","1","06",KILDARE,Cill Dara,ATHY,24961.940814383011457,-18003081.782145388424397
"2898",2ae19629-2224-13a3-e055-000000000001,Y,DROMORE,AN DROM MÓR,"077070","2","19",KERRY,Ciarraí,KENMARE,25098.531254176898074,-20977648.943254984915257
"2899",2ae19629-2225-13a3-e055-000000000001,N,DUAGH,DUBHÁTH,"077071","1","19",KERRY,Ciarraí,LISTOWEL,21348.146910172072239,-13959023.684932650998235
"2900",2ae19629-2226-13a3-e055-000000000001,Y,LACK,AN LEAC,"077120","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,28925.681888284525485,-23016410.478453241288662
"2901",2ae19629-2227-13a3-e055-000000000001,Y,LACKABAUN,AN LEACA BHÁN,"077121","1","19",KERRY,Ciarraí,CASTLEISLAND,29875.756696493910567,-29160832.211607515811920
"2902",2ae19629-2228-13a3-e055-000000000001,Y,TRIENEARAGH,TRIAN IARTHACH,"077162","1","19",KERRY,Ciarraí,LISTOWEL,45683.230071244390274,-30516418.865911126136780
"2903",2ae19629-2229-13a3-e055-000000000001,Y,TUBRID,TIOBRAID,"077163","1","19",KERRY,Ciarraí,TRALEE,30836.841210880105791,-24830188.800914153456688
"2904",2ae19629-222a-13a3-e055-000000000001,Y,URLEE,URLAÍ,"077164","1","19",KERRY,Ciarraí,LISTOWEL,22260.231499216060911,-12609381.036461634561419
"2905",2ae19629-222b-13a3-e055-000000000001,Y,KILTEEL,CILL CHÉILE,"087060","1","06",KILDARE,Cill Dara,NAAS,27472.650719657394802,-17480333.319301981478930
"2906",2ae19629-222c-13a3-e055-000000000001,Y,LACKAGH,AN LEACACH,"087061","1","06",KILDARE,Cill Dara,KILDARE,30482.262723747910059,-25560265.309021756052971
"2907",2ae19629-222d-13a3-e055-000000000001,Y,LADYTOWN,BAILE NA MNÁ MAITHE,"087062","1","06",KILDARE,Cill Dara,NEWBRIDGE,25645.045060257307341,-20111864.994418412446976
"2908",2ae19629-222e-13a3-e055-000000000001,Y,DUNLOE,DÚN LÓICH,"077072","1","19",KERRY,Ciarraí,KENMARE,51013.291120426612906,-41180803.908680580556393
"2909",2ae19629-222f-13a3-e055-000000000001,Y,DUNQUIN,DÚN CHAOIN,"077073","13","19",KERRY,Ciarraí,CORCA DHUIBHNE,77278.706887985928915,-18765486.353195533156395
"2910",2ae19629-2230-13a3-e055-000000000001,Y,DUNURLIN,DÚN URLANN,"077074","3","19",KERRY,Ciarraí,CORCA DHUIBHNE,44051.373090190216317,-19496641.783440943807364
"2911",2ae19629-2231-13a3-e055-000000000001,Y,EMLAGH,AN TIMLEACH,"077075","1","19",KERRY,Ciarraí,KENMARE,46039.410641011250846,-35828145.626454576849937
"2912",2ae19629-2232-13a3-e055-000000000001,Y,ENNISMORE,INIS MÓR,"077076","1","19",KERRY,Ciarraí,LISTOWEL,26856.652952768672549,-17991679.931811362504959
"2913",2ae19629-2233-13a3-e055-000000000001,Y,FLESK,AN FHLEISC,"077077","1","19",KERRY,Ciarraí,KILLARNEY,52288.172795756610867,-58402225.476416543126106
"2914",2ae19629-2234-13a3-e055-000000000001,Y,GLANBEHY,GLEANN BEITHE,"077078","1","19",KERRY,Ciarraí,KENMARE,56929.889180445905367,-62025716.926987007260323
"2915",2ae19629-2235-13a3-e055-000000000001,Y,GLANLEE,GLEANN LAO,"077079","1","19",KERRY,Ciarraí,KENMARE,59864.139712903976033,-61726193.540808983147144
"2916",2ae19629-2236-13a3-e055-000000000001,Y,LAHARD,AN LEATHARD,"077122","1","19",KERRY,Ciarraí,KILLARNEY,26179.448940633999882,-19126413.708371937274933
"2917",2ae19629-2237-13a3-e055-000000000001,Y,LEITRIM,LIATROIM,"077123","1","19",KERRY,Ciarraí,LISTOWEL,27631.221661014547863,-19714510.319299738854170
"2918",2ae19629-2238-13a3-e055-000000000001,Y,LICKEEN,AN LICÍN,"077124","1","19",KERRY,Ciarraí,KENMARE,28255.211351310321334,-34948560.541657194495201
"2919",2ae19629-2239-13a3-e055-000000000001,Y,VALENCIA,DAIRBHRE,"077165","1","19",KERRY,Ciarraí,KENMARE,44386.122598685891717,-26291220.905393965542316
"2920",2ae19629-223a-13a3-e055-000000000001,Y,VENTRY,CEANN TRÁ,"077166","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,37273.980237664967717,-22747174.660078991204500
"2921",2ae19629-223b-13a3-e055-000000000001,N,ATHY RURAL,BAILE ÁTHA Í (TUATH),"087001","1","06",KILDARE,Cill Dara,ATHY,48476.568893727031536,-34148404.979940056800842
"2922",2ae19629-223c-13a3-e055-000000000001,Y,ATHY WEST URBAN,BAILE ÁTHA Í THIAR (UIRBEACH),"087002","1","06",KILDARE,Cill Dara,ATHY,6282.287713791494753,-1696084.191622175276279
"2923",2ae19629-223d-13a3-e055-000000000001,Y,BALLAGHMOON,BEALACH MÚNA,"087003","1","06",KILDARE,Cill Dara,ATHY,19149.891630372239888,-10880063.271312808617949
"2924",2ae19629-223e-13a3-e055-000000000001,Y,LEIXLIP,LÉIM AN BHRADÁIN,"087064","1","06",KILDARE,Cill Dara,LEIXLIP,18138.831563793199166,-11381803.034896407276392
"2925",2ae19629-223f-13a3-e055-000000000001,Y,LULLYMORE,LOILÍOCH MÓR,"087065","1","06",KILDARE,Cill Dara,CLANE,22092.254346834964963,-21498716.633273385465145
"2926",2ae19629-2240-13a3-e055-000000000001,Y,MAYNOOTH,MAIGH NUAD,"087066","1","06",KILDARE,Cill Dara,MAYNOOTH,39091.212908618435904,-33707996.099827408790588
"2927",2ae19629-2241-13a3-e055-000000000001,Y,GLANLOUGH,GLEANN LOCHA,"077080","1","19",KERRY,Ciarraí,KENMARE,40441.134710375132272,-42054485.983461342751980
"2928",2ae19629-2242-13a3-e055-000000000001,Y,GLANMORE,AN GLEANN MÓR,"077081","2","19",KERRY,Ciarraí,KENMARE,78612.798522805183893,-73349257.826113656163216
"2929",2ae19629-2243-13a3-e055-000000000001,Y,GLINN,NA GLEANNTA,"077082","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,74476.338975314050913,-62329610.931863717734814
"2930",2ae19629-2244-13a3-e055-000000000001,Y,GNEEVES,NA GNÍOMHA,"077083","1","19",KERRY,Ciarraí,CASTLEISLAND,33661.810867551386764,-24744068.421076428145170
"2931",2ae19629-2245-13a3-e055-000000000001,Y,LISLAUGHTIN,LIOS LAICHTÍN,"077125","1","19",KERRY,Ciarraí,LISTOWEL,26443.706242183172435,-25626076.868351042270660
"2932",2ae19629-2246-13a3-e055-000000000001,Y,LISSELTON,LIOS EILTÍN,"077126","1","19",KERRY,Ciarraí,LISTOWEL,22542.488370284991106,-20950217.358600907027721
"2933",2ae19629-2247-13a3-e055-000000000001,Y,LISTOWEL RURAL,LIOS TUATHAIL (TUATH),"077127","1","19",KERRY,Ciarraí,LISTOWEL,46822.699404484279512,-28155487.106812696903944
"2934",2ae19629-2248-13a3-e055-000000000001,Y,BALLITORE,BÉAL ÁTHA AN TUAIR,"087004","1","06",KILDARE,Cill Dara,ATHY,20518.965477123496385,-12771392.739767516031861
"2935",2ae19629-2249-13a3-e055-000000000001,Y,BALLYBRACKAN,BAILE BREACÁIN,"087005","1","06",KILDARE,Cill Dara,ATHY,17250.420244108012412,-12392424.569048386067152
"2936",2ae19629-224a-13a3-e055-000000000001,Y,BALLYMORE EUSTACE,AN BAILE MÓR,"087006","1","06",KILDARE,Cill Dara,NAAS,22872.794237915073609,-17045589.824956241995096
"2937",2ae19629-224b-13a3-e055-000000000001,Y,BALLYNADRUMNY,BAILE NA DROIMNÍ,"087007","1","06",KILDARE,Cill Dara,CLANE,22266.885474706541572,-19591925.049686275422573
"2938",2ae19629-224c-13a3-e055-000000000001,Y,MONASTEREVIN,MAINISTIR EIMHÍN,"087067","1","06",KILDARE,Cill Dara,KILDARE,33039.533234571492358,-27374011.473008271306753
"2939",2ae19629-224d-13a3-e055-000000000001,Y,MOONE,MAOIN,"087068","1","06",KILDARE,Cill Dara,ATHY,25178.864612250872597,-17550411.511189438402653
"2940",2ae19629-224e-13a3-e055-000000000001,Y,MORRISTOWNBILLER,BAILE MHUIRIS,"087069","1","06",KILDARE,Cill Dara,NEWBRIDGE,25944.057379887653951,-17065565.261836498975754
"2941",2ae19629-224f-13a3-e055-000000000001,Y,GREENANE,GRIANÁN,"077084","1","19",KERRY,Ciarraí,KENMARE,38773.181803766732628,-31725003.321048025041819
"2942",2ae19629-2250-13a3-e055-000000000001,Y,GULLANE,AN GALLÁN,"077085","1","19",KERRY,Ciarraí,LISTOWEL,22830.692943692043627,-15503995.636439722031355
"2943",2ae19629-2251-13a3-e055-000000000001,Y,GUNSBOROUGH,AN CNOICÍNEACH,"077086","1","19",KERRY,Ciarraí,LISTOWEL,22620.434308534451702,-16673847.433485023677349
"2944",2ae19629-2252-13a3-e055-000000000001,Y,LISTOWEL URBAN,LIOS TUATHAIL (UIRBEACH),"077128","1","19",KERRY,Ciarraí,LISTOWEL,12489.480663220814677,-6496706.898792268708348
"2945",2ae19629-2253-13a3-e055-000000000001,Y,LIXNAW,LEIC SNÁMHA,"077129","1","19",KERRY,Ciarraí,LISTOWEL,18904.560133528051665,-11682137.143916359171271
"2946",2ae19629-2254-13a3-e055-000000000001,Y,LOUGHBRIN,LOCH BROIN,"077130","1","19",KERRY,Ciarraí,KENMARE,62451.047070607150090,-62534888.584141463041306
"2947",2ae19629-2255-13a3-e055-000000000001,Y,LOUGHCURRANE,LOCH LUÍOCH,"077131","1","19",KERRY,Ciarraí,KENMARE,32233.637123388423788,-28711710.219498693943024
"2948",2ae19629-2256-13a3-e055-000000000001,Y,MARHIN,MÁRTHAIN,"077132","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,20825.277365817091777,-14148333.138659883290529
"2949",2ae19629-2257-13a3-e055-000000000001,Y,BALLYSAX EAST,BAILE AN TSAGHASAIGH THOIR,"087008","1","06",KILDARE,Cill Dara,KILDARE,25514.113593820569804,-20694627.156008850783110
"2950",2ae19629-2258-13a3-e055-000000000001,Y,BALLYSAX WEST,BAILE AN TSAGHASAIGH THIAR,"087009","1","06",KILDARE,Cill Dara,KILDARE,24165.988675487038563,-14460797.618285205215216
"2951",2ae19629-2259-13a3-e055-000000000001,Y,BALLYSHANNON,BAILE SONNÁIN,"087010","1","06",KILDARE,Cill Dara,ATHY,25420.607705916892883,-26112632.159773871302605
"2952",2ae19629-225a-13a3-e055-000000000001,Y,NAAS RURAL,AN NÁS (TUATH),"087070","1","06",KILDARE,Cill Dara,NAAS,45185.322711862776487,-13540763.926583115011454
"2953",2ae19629-225b-13a3-e055-000000000001,Y,NAAS URBAN,AN NÁS (UIRBEACH),"087071","1","06",KILDARE,Cill Dara,NAAS,15153.507736210349321,-18263183.447130203247070
"2954",2ae19629-225c-13a3-e055-000000000001,Y,NARRAGHMORE,AN FHORRACH MHÓR,"087072","1","06",KILDARE,Cill Dara,ATHY,23492.509060175900231,-16823840.887471489608288
"2955",2ae19629-225d-13a3-e055-000000000001,Y,HEADFORT,LIOS NA GCEANN,"077087","1","19",KERRY,Ciarraí,KILLARNEY,33710.521453956454934,-18298941.296167388558388
"2956",2ae19629-225e-13a3-e055-000000000001,Y,INCH,INSE,"077088","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,33131.163576400344027,-20814636.697217732667923
"2957",2ae19629-225f-13a3-e055-000000000001,Y,KENMARE,NEIDÍN,"077089","1","19",KERRY,Ciarraí,KENMARE,54690.717670841673680,-55604338.063593603670597
"2958",2ae19629-2260-13a3-e055-000000000001,Y,KERRYHEAD,CEANN CHIARRAÍ,"077090","1","19",KERRY,Ciarraí,LISTOWEL,33752.886353501919075,-21800110.669560715556145
"2959",2ae19629-2262-13a3-e055-000000000001,Y,MAUM,AN MÁM,"077134","1","19",KERRY,Ciarraí,KENMARE,41066.938010358680913,-40874891.130125395953655
"2960",2ae19629-2263-13a3-e055-000000000001,Y,MILLBROOK,AN CNOC RAMHAR,"077135","1","19",KERRY,Ciarraí,CASTLEISLAND,36299.548983717919327,-31518721.782390262931585
"2961",2ae19629-2264-13a3-e055-000000000001,Y,BALRAHEEN,BAILE AN RÁITHÍN,"087011","1","06",KILDARE,Cill Dara,MAYNOOTH,31335.680749482064130,-33298046.644491180777550
"2962",2ae19629-2265-13a3-e055-000000000001,Y,BELAN,BIOTHLANN,"087012","1","06",KILDARE,Cill Dara,ATHY,18267.499241025747324,-10819870.265461890026927
"2963",2ae19629-2266-13a3-e055-000000000001,Y,BERT,BEIRT,"087013","1","06",KILDARE,Cill Dara,ATHY,17933.719494215794839,-10859123.481628349050879
"2964",2ae19629-2267-13a3-e055-000000000001,Y,BODENSTOWN,BAILE UÍ BHUADÁIN,"087014","1","06",KILDARE,Cill Dara,NAAS,27421.930824785664299,-28008777.662816867232323
"2965",2ae19629-2268-13a3-e055-000000000001,Y,NEWTOWN,AN BAILE NUA,"087073","1","06",KILDARE,Cill Dara,NAAS,30009.404749602192169,-20401010.666087295860052
"2966",2ae19629-2269-13a3-e055-000000000001,Y,NURNEY,AN URNAÍ,"087074","1","06",KILDARE,Cill Dara,ATHY,20219.879350963885372,-12577320.104957785457373
"2967",2ae19629-226a-13a3-e055-000000000001,Y,OLDCONNELL,SEANCHONNAIL,"087075","1","06",KILDARE,Cill Dara,NEWBRIDGE,21093.844783688844473,-17810547.505085170269012
"2968",2ae19629-226b-13a3-e055-000000000001,Y,OUGHTERARD,UACHTAR AIRD,"087076","1","06",KILDARE,Cill Dara,NAAS,27810.451128223128762,-15923187.661551155149937
"2969",2ae19629-226c-13a3-e055-000000000001,Y,KILBONANE,CILL BHEANÁIN,"077091","1","19",KERRY,Ciarraí,KILLARNEY,25628.484845849186968,-15992229.355468796566129
"2970",2ae19629-226d-13a3-e055-000000000001,Y,KILCUMMIN,CILL CHUIMÍN,"077092","1","19",KERRY,Ciarraí,KILLARNEY,35291.773213106222101,-38544300.978810496628284
"2971",2ae19629-226e-13a3-e055-000000000001,Y,KILFEIGHNY,CILL FHIACHNA,"077093","1","19",KERRY,Ciarraí,LISTOWEL,49081.406354355320218,-36998936.393507458269596
"2972",2ae19629-226f-13a3-e055-000000000001,Y,KILFELIM,CILL FHEIDHLIM,"077094","1","19",KERRY,Ciarraí,CASTLEISLAND,19252.066255267993256,-11586999.630505083128810
"2973",2ae19629-2270-13a3-e055-000000000001,Y,MILLTOWN,BAILE AN MHUILINN,"077136","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,33241.422829363727942,-28696042.629518140107393
"2974",2ae19629-2271-13a3-e055-000000000001,Y,MINARD,AN MHIN AIRD,"077137","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,39685.449619142433221,-24708631.850954983383417
"2975",2ae19629-2272-13a3-e055-000000000001,Y,MOLAHIFFE,MAIGH FHLAITHIMH,"077138","1","19",KERRY,Ciarraí,CASTLEISLAND,35659.082760768957087,-35787277.474689424037933
"2976",2ae19629-2273-13a3-e055-000000000001,Y,BURTOWN,BIORTÚN,"087015","1","06",KILDARE,Cill Dara,ATHY,28328.008225520152337,-20617162.248754203319550
"2977",2ae19629-2274-13a3-e055-000000000001,Y,CADAMSTOWN,BAILE MHIC ÁDAIM,"087016","1","06",KILDARE,Cill Dara,CLANE,24084.980346315205679,-20360367.897150374948978
"2978",2ae19629-2275-13a3-e055-000000000001,Y,CARBURY,CAIRBRE,"087017","1","06",KILDARE,Cill Dara,CLANE,39969.541813052012003,-44698877.296664424240589
"2979",2ae19629-2276-13a3-e055-000000000001,Y,POLLARDSTOWN,BAILE AN PHOLARDAIGH,"087077","1","06",KILDARE,Cill Dara,KILDARE,18358.524792681189865,-10840695.234376698732376
"2980",2ae19629-2277-13a3-e055-000000000001,Y,QUINSBOROUGH,BAILE UÍ CHUINN,"087078","1","06",KILDARE,Cill Dara,KILDARE,24030.728376885301259,-14523362.734759429469705
"2981",2ae19629-2278-13a3-e055-000000000001,Y,RATHANGAN,RÁTH IOMGHÁIN,"087079","1","06",KILDARE,Cill Dara,KILDARE,28508.365950857452845,-14442845.071302238851786
"2982",2ae19629-2279-13a3-e055-000000000001,Y,RATHERNAN,RÁTH EARNÁIN,"087080","1","06",KILDARE,Cill Dara,KILDARE,26242.192846339781681,-17450265.456301551312208
"2983",2ae19629-227a-13a3-e055-000000000001,Y,KILFLYN,CILL FLAINN,"077095","1","19",KERRY,Ciarraí,LISTOWEL,31964.120252492626605,-19026997.673299752175808
"2984",2ae19629-227b-13a3-e055-000000000001,Y,KILGARRYLANDER,CILL GHARRAÍ AN LÓNDRAIGH,"077096","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,35698.897337245376548,-33551337.644689396023750
"2985",2ae19629-227c-13a3-e055-000000000001,Y,KILGARVAN,CILL GHARBHÁIN,"077097","1","19",KERRY,Ciarraí,KENMARE,56206.844907001941465,-67771967.642813935875893
"2986",2ae19629-227d-13a3-e055-000000000001,Y,MOUNT EAGLE,SLIABH AN IOLAIR,"077139","1","19",KERRY,Ciarraí,CASTLEISLAND,31807.523231949555338,-36667281.125847011804581
"2987",2ae19629-227e-13a3-e055-000000000001,N,MOYNSHA,MAIGH INSE,"077140","1","19",KERRY,Ciarraí,LISTOWEL,23121.925201705857035,-20147293.587188679724932
"2988",2ae19629-227f-13a3-e055-000000000001,Y,CARNALWAY,CARN ALMHAÍ,"087018","1","06",KILDARE,Cill Dara,NEWBRIDGE,34668.175241329168784,-30506823.894355248659849
"2989",2ae19629-2280-13a3-e055-000000000001,Y,CARRAGH,CEÁRACH,"087019","1","06",KILDARE,Cill Dara,NEWBRIDGE,21989.939254478031216,-12951571.460718708112836
"2990",2ae19629-2281-13a3-e055-000000000001,Y,CARRICK,AN CHARRAIG,"087020","1","06",KILDARE,Cill Dara,CLANE,18517.065340696826752,-15444521.730965442955494
"2991",2ae19629-2282-13a3-e055-000000000001,Y,RATHMORE,AN RÁTH MHÓR,"087081","1","06",KILDARE,Cill Dara,NAAS,36136.188993029725680,-24306297.881857562810183
"2992",2ae19629-2283-13a3-e055-000000000001,Y,ROBERTSTOWN,BAILE RIOBAIRD,"087082","1","06",KILDARE,Cill Dara,CLANE,23730.157288407139276,-14045790.564019707962871
"2993",2ae19629-2284-13a3-e055-000000000001,Y,SKERRIES,SCEITHRÍ,"087083","1","06",KILDARE,Cill Dara,ATHY,22728.027387784033635,-14984744.836916595697403
"2994",2ae19629-2285-13a3-e055-000000000001,Y,KILGOBBAN,CILL GOBÁIN,"077098","1","19",KERRY,Ciarraí,CORCA DHUIBHNE,32934.546316354644659,-33145189.751781519502401
"2995",2ae19629-2286-13a3-e055-000000000001,Y,KILGOBNET,CILL GHOBNAIT,"077099","1","19",KERRY,Ciarraí,KENMARE,37591.034541899723990,-28759847.958763986825943
"2996",2ae19629-2287-13a3-e055-000000000001,Y,KILLAHAN,CILL LAITHÍN,"077100","1","19",KERRY,Ciarraí,LISTOWEL,24442.400974314874475,-14909706.603958936408162
"2997",2ae19629-2288-13a3-e055-000000000001,Y,KILLARNEY RURAL,CILL AIRNE (TUATH),"077101","1","19",KERRY,Ciarraí,KILLARNEY,74662.658556727401447,-62701004.363774269819260
"2998",2ae19629-2289-13a3-e055-000000000001,Y,MUCKROSS,MUCROS,"077141","1","19",KERRY,Ciarraí,KILLARNEY,58368.104562729866302,-107909240.135633617639542
"2999",2ae19629-228a-13a3-e055-000000000001,Y,NEWTOWNSANDES,MAIGH MHEÁIN,"077142","1","19",KERRY,Ciarraí,LISTOWEL,42823.268667497242859,-37317543.908696755766869
"3000",2ae19629-228b-13a3-e055-000000000001,Y,NOHAVAL,AN NUACHABHÁIL,"077143","1","19",KERRY,Ciarraí,CASTLEISLAND,36464.481075491952652,-24963530.134487766772509
"3001",2ae19629-228c-13a3-e055-000000000001,Y,CARRIGEEN,AN CARRAIGÍN,"087021","1","06",KILDARE,Cill Dara,ATHY,28084.146189323786530,-30118883.817420363426208
"3002",2ae19629-228d-13a3-e055-000000000001,Y,CASTLEDERMOT,DÍSEART DIARMADA,"087022","1","06",KILDARE,Cill Dara,ATHY,28924.596361481097119,-19302848.780318159610033
"3003",2ae19629-228e-13a3-e055-000000000001,Y,CELBRIDGE,CILL DROICHID,"087023","1","06",KILDARE,Cill Dara,CELBRIDGE,28975.468287579478783,-17588799.398816026747227
"3004",2ae19629-228f-13a3-e055-000000000001,Y,STRAFFAN,TEACH SRAFÁIN,"087084","1","06",KILDARE,Cill Dara,MAYNOOTH,32290.878805125372310,-26020772.789225600659847
"3005",2ae19629-2290-13a3-e055-000000000001,Y,THOMASTOWN,BAILE THOMÁIS,"087085","1","06",KILDARE,Cill Dara,KILDARE,30392.542225791443343,-20059866.926861260086298
"3006",2ae19629-2291-13a3-e055-000000000001,Y,TIMAHOE NORTH,TIGH MOCHUA THUAIDH,"087086","1","06",KILDARE,Cill Dara,CLANE,32786.322820501671231,-36081532.321906216442585
"3007",2ae19629-2292-13a3-e055-000000000001,Y,TIMAHOE SOUTH,TIGH MOCHUA THEAS,"087087","1","06",KILDARE,Cill Dara,CLANE,20806.889457876899542,-16982304.939508881419897
"3008",2ae19629-2293-13a3-e055-000000000001,Y,KILLARNEY URBAN,CILL AIRNE (UIRBEACH),"077102","1","19",KERRY,Ciarraí,KILLARNEY,15522.929836133245772,-7467672.375761014409363
"3009",2ae19629-2294-13a3-e055-000000000001,Y,KILLEENTIERNA,CILLÍN TIARNA,"077103","1","19",KERRY,Ciarraí,CASTLEISLAND,32216.065052617155743,-33742244.430559277534485
"3010",2ae19629-2295-13a3-e055-000000000001,Y,KILLEHENNY,CILL EITHNE,"077104","1","19",KERRY,Ciarraí,LISTOWEL,25526.041805831835518,-20442585.323640197515488
"3011",2ae19629-2296-13a3-e055-000000000001,Y,O'BRENNAN,Ó BRÉANAINN,"077144","1","19",KERRY,Ciarraí,CASTLEISLAND,32396.144438282481133,-29450002.484376560896635
"3012",2ae19629-2297-13a3-e055-000000000001,Y,PORTMAGEE,AN CALADH,"077145","6","19",KERRY,Ciarraí,KENMARE,30671.359078836285335,-16771561.579028341919184
"3013",2ae19629-2298-13a3-e055-000000000001,Y,CHURCHTOWN,BAILE AN TEAMPAILL,"087024","1","06",KILDARE,Cill Dara,ATHY,24514.234973871021793,-18721944.687925562262535
"3014",2ae19629-2299-13a3-e055-000000000001,Y,CLANE,CLAONADH,"087025","1","06",KILDARE,Cill Dara,CLANE,27627.208421542196447,-18874553.528574921190739
"3015",2ae19629-229a-13a3-e055-000000000001,Y,CLONCURRY,CLUAIN CHONAIRE,"087026","1","06",KILDARE,Cill Dara,MAYNOOTH,35033.408236173294426,-34006959.655298180878162
"3016",2ae19629-229b-13a3-e055-000000000001,Y,USK,UISCE,"087088","1","06",KILDARE,Cill Dara,ATHY,27259.985076422610291,-18952004.148619044572115
